type,title,abstract,date,startTime,endTime,room,
Self-paced training,Get building with AWS [REPEAT],"Take your AWS Cloud expertise to the next level with three self-paced, interactive learning options. Dive into generative AI-powered simulations with AWS SimuLearn to grow your expertise in translating business problems into technical solutions. Practice building solutions for common cloud scenarios in a live lab environment with AWS Builder Labs. Solve a series of challenges to expand your problem-solving skills with AWS Jam. With over 200 offerings, there’s something for you whether you’re a senior technical professional or an organizational decision maker. Workstations are provided and registration is not required.",12/6/24,8:30,12:00,Venetian | Level 2 | Venetian Ballroom E | Self Paced Training,
Self-paced training,Get building with AWS [REPEAT],"Take your AWS Cloud expertise to the next level with three self-paced, interactive learning options. Dive into generative AI-powered simulations with AWS SimuLearn to grow your expertise in translating business problems into technical solutions. Practice building solutions for common cloud scenarios in a live lab environment with AWS Builder Labs. Solve a series of challenges to expand your problem-solving skills with AWS Jam. With over 200 offerings, there’s something for you whether you’re a senior technical professional or an organizational decision maker. Workstations are provided and registration is not required.",12/3/24,7:30,18:00,Mandalay Bay | Level 2 South | Mandalay Bay Ballroom L | Self Paced Training,
Self-paced training,Get building with AWS [REPEAT],"Take your AWS Cloud expertise to the next level with three self-paced, interactive learning options. Dive into generative AI-powered simulations with AWS SimuLearn to grow your expertise in translating business problems into technical solutions. Practice building solutions for common cloud scenarios in a live lab environment with AWS Builder Labs. Solve a series of challenges to expand your problem-solving skills with AWS Jam. With over 200 offerings, there’s something for you whether you’re a senior technical professional or an organizational decision maker. Workstations are provided and registration is not required.",12/4/24,8:00,18:00,Venetian | Level 2 | Venetian Ballroom E | Self Paced Training,
Self-paced training,Get building with AWS [REPEAT],"Take your AWS Cloud expertise to the next level with three self-paced, interactive learning options. Dive into generative AI-powered simulations with AWS SimuLearn to grow your expertise in translating business problems into technical solutions. Practice building solutions for common cloud scenarios in a live lab environment with AWS Builder Labs. Solve a series of challenges to expand your problem-solving skills with AWS Jam. With over 200 offerings, there’s something for you whether you’re a senior technical professional or an organizational decision maker. Workstations are provided and registration is not required.",12/3/24,7:30,18:00,Venetian | Level 2 | Venetian Ballroom E | Self Paced Training,
Self-paced training,Get building with AWS [REPEAT],"Take your AWS Cloud expertise to the next level with three self-paced, interactive learning options. Dive into generative AI-powered simulations with AWS SimuLearn to grow your expertise in translating business problems into technical solutions. Practice building solutions for common cloud scenarios in a live lab environment with AWS Builder Labs. Solve a series of challenges to expand your problem-solving skills with AWS Jam. With over 200 offerings, there’s something for you whether you’re a senior technical professional or an organizational decision maker. Workstations are provided and registration is not required.",12/4/24,8:00,18:00,Mandalay Bay | Level 2 South | Mandalay Bay Ballroom L | Self Paced Training,
Self-paced training,Get building with AWS [REPEAT],"Take your AWS Cloud expertise to the next level with three self-paced, interactive learning options. Dive into generative AI-powered simulations with AWS SimuLearn to grow your expertise in translating business problems into technical solutions. Practice building solutions for common cloud scenarios in a live lab environment with AWS Builder Labs. Solve a series of challenges to expand your problem-solving skills with AWS Jam. With over 200 offerings, there’s something for you whether you’re a senior technical professional or an organizational decision maker. Workstations are provided and registration is not required.",12/2/24,8:00,18:00,Mandalay Bay | Level 2 South | Mandalay Bay Ballroom L | Self Paced Training,
Self-paced training,Get building with AWS [REPEAT],"Take your AWS Cloud expertise to the next level with three self-paced, interactive learning options. Dive into generative AI-powered simulations with AWS SimuLearn to grow your expertise in translating business problems into technical solutions. Practice building solutions for common cloud scenarios in a live lab environment with AWS Builder Labs. Solve a series of challenges to expand your problem-solving skills with AWS Jam. With over 200 offerings, there’s something for you whether you’re a senior technical professional or an organizational decision maker. Workstations are provided and registration is not required.",12/2/24,8:00,18:00,Venetian | Level 2 | Venetian Ballroom E | Self Paced Training,
Workshop,Get hands-on with Amazon Connect to empower agents with customer data,"Join this hands-on workshop to learn how to use Amazon Connect to deliver real-time, actionable customer insights and data to your contact center agents, enabling personalized customer service experiences. You learn how to sync customer data from disparate sources, match identifiers using generative AI, and surface unified profiles. Explore how to combine data like contact history, sentiment, orders, and application interactions from Amazon Connect and other sources to create a unified customer view. Step-by-step, you implement solutions that empower self-service, equip agents with actionable customer insights, and deliver tailored experiences, improving customer satisfaction and lowering resolution times. You must bring your laptop to participate.",12/4/24,13:00,15:00,Wynn | Upper Convention Promenade | Cristal 3,
Workshop,Get hands-on with fraud prevention using AWS WAF [REPEAT],"Traffic from malicious bots can lead to negative user experiences, financial losses, and operational bottlenecks ranging from add-to-cart attacks that disrupt your web applications to distributed denial of service (DDoS) attacks that increase your infrastructure costs. In this workshop, explore how AWS uses a combination of techniques to identify and mitigate different types of bots and fraudulent activities. Gain valuable insights into how AWS WAF and Amazon CloudFront work together to safeguard and deliver your applications. You must bring your laptop to participate.",12/5/24,15:30,17:30,MGM | Level 1 | Grand 118,
Workshop,Get hands-on with fraud prevention using AWS WAF [REPEAT],"Traffic from malicious bots can lead to negative user experiences, financial losses, and operational bottlenecks ranging from add-to-cart attacks that disrupt your web applications to distributed denial of service (DDoS) attacks that increase your infrastructure costs. In this workshop, explore how AWS uses a combination of techniques to identify and mitigate different types of bots and fraudulent activities. Gain valuable insights into how AWS WAF and Amazon CloudFront work together to safeguard and deliver your applications. You must bring your laptop to participate.",12/4/24,15:30,17:30,Mandalay Bay | Level 2 South | Oceanside A,
Lightning talk,Getting better image analysis with generative AI,"Using generative AI comes with challenges, like building prompts with enough information so the AI understands what to do but doesn’t become inflexible, and making sure you’re feeding it the most current data. This is particularly true for image analysis. In this lightening talk, our generative AI experts share tips and tricks that make it easy for you to build prompts that get relevant, high-quality results so you can complete your image analysis missions faster.",12/4/24,11:00,11:20,Venetian | Hall B | Expo | Theater 2,
Workshop,Getting started with serverless patterns [REPEAT],"Serverless applications are built using services in a variety of common architecture patterns. Although customer scenarios are unique, these patterns emerge again and again. In this workshop, learn how to recognize and apply those patterns and best practices by building nearly production-ready code for a serverless application. Create microservices, run unit and integration tests, configure a CI/CD pipeline, and set up observability. You must bring your laptop to participate.",12/4/24,15:30,17:30,MGM | Level 3 | Premier 315,
Workshop,Getting started with serverless patterns [REPEAT],"Serverless applications are built using services in a variety of common architecture patterns. Although customer scenarios are unique, these patterns emerge again and again. In this workshop, learn how to recognize and apply those patterns and best practices by building nearly production-ready code for a serverless application. Create microservices, run unit and integration tests, configure a CI/CD pipeline, and set up observability. You must bring your laptop to participate.",12/2/24,12:00,14:00,Wynn | Upper Convention Promenade | Cristal  1,
Workshop,Go from idea to app in hours using AWS Amplify and Amazon Q Developer [REPEAT],"Bring your full-stack app from idea to reality faster with AWS Amplify and Amazon Q Developer. In this workshop, use AWS Amplify to build and deploy a full-stack app, and see how Amazon Q Developer speeds up the entire software development lifecycle. Leave this workshop knowing how to build and launch a cloud-connected app. You must bring your laptop to participate.",12/4/24,8:30,10:30,MGM | Level 1 | Grand 113,
Workshop,Go from idea to app in hours using AWS Amplify and Amazon Q Developer [REPEAT],"Bring your full-stack app from idea to reality faster with AWS Amplify and Amazon Q Developer. In this workshop, use AWS Amplify to build and deploy a full-stack app, and see how Amazon Q Developer speeds up the entire software development lifecycle. Leave this workshop knowing how to build and launch a cloud-connected app. You must bring your laptop to participate.",12/5/24,12:00,14:00,MGM | Level 3 | Premier 312,
Builders' session,Handle scaling with AWS Lambda [REPEAT],"In this interactive builders’ session on AWS Lambda scaling, learn how serverless workloads can handle massive spikes. Explore best practices to generate high throughput using load testing tools, and analyze scaling behavior with Amazon CloudWatch metrics. Discover real-world use cases, covering potential pitfalls like cold starts, concurrency limits, and upstream/downstream bottlenecks. Leave with a tested approach to verify application scaling, even at high throughput levels. Gain confidence that your applications can truly scale on demand by pushing serverless to its limits. You must bring your laptop to participate.",12/5/24,15:30,16:30,MGM | Level 1 | Terrace 151,
Builders' session,Handle scaling with AWS Lambda [REPEAT],"In this interactive builders’ session on AWS Lambda scaling, learn how serverless workloads can handle massive spikes. Explore best practices to generate high throughput using load testing tools, and analyze scaling behavior with Amazon CloudWatch metrics. Discover real-world use cases, covering potential pitfalls like cold starts, concurrency limits, and upstream/downstream bottlenecks. Leave with a tested approach to verify application scaling, even at high throughput levels. Gain confidence that your applications can truly scale on demand by pushing serverless to its limits. You must bring your laptop to participate.",12/4/24,11:30,12:30,Mandalay Bay | Level 2 South | Surf B,
Builders' session,Handle scaling with AWS Lambda [REPEAT],"In this interactive builders’ session on AWS Lambda scaling, learn how serverless workloads can handle massive spikes. Explore best practices to generate high throughput using load testing tools, and analyze scaling behavior with Amazon CloudWatch metrics. Discover real-world use cases, covering potential pitfalls like cold starts, concurrency limits, and upstream/downstream bottlenecks. Leave with a tested approach to verify application scaling, even at high throughput levels. Gain confidence that your applications can truly scale on demand by pushing serverless to its limits. You must bring your laptop to participate.",12/2/24,16:00,17:00,Caesars Forum | Level 1 | Alliance 315,
Workshop,Hands-on experience with Amazon CloudWatch [REPEAT],"Your enterprise’s agility, customer satisfaction, and business growth depend on setting up great observability. In order to help you build high-performing and reliable applications, AWS provides a variety of turnkey AWS native observability services and solutions. In this workshop, learn how to monitor AWS services with Amazon CloudWatch, get hands-on experience with the most common use cases, and learn about and implement the newest features available. You must bring your laptop to participate.",12/2/24,12:00,14:00,Mandalay Bay | Level 2 South | Oceanside A,
Workshop,Hands-on experience with Amazon CloudWatch [REPEAT],"Your enterprise’s agility, customer satisfaction, and business growth depend on setting up great observability. In order to help you build high-performing and reliable applications, AWS provides a variety of turnkey AWS native observability services and solutions. In this workshop, learn how to monitor AWS services with Amazon CloudWatch, get hands-on experience with the most common use cases, and learn about and implement the newest features available. You must bring your laptop to participate.",12/2/24,8:00,10:00,Mandalay Bay | Level 2 South | Oceanside C,
Workshop,Hands-on with Amazon Q in QuickSight: A step-by-step workshop [REPEAT],"In this workshop, explore the Generative BI capabilities of Amazon Q in QuickSight. Experience authoring visuals and refining them using natural language. Learn how business users can leverage natural language to generate data stories to create highly customizable narratives or slide decks from data. Discover how natural language Q&A with Amazon Q helps users gain insights beyond what is presented on dashboards while executive summaries provide an at-a-glance view of data, surfacing trends and explanations. You must bring your laptop to participate.",12/5/24,15:30,17:30,Venetian | Level 3 | Lido 3006,
Workshop,Hands-on with Amazon Q in QuickSight: A step-by-step workshop [REPEAT],"In this workshop, explore the Generative BI capabilities of Amazon Q in QuickSight. Experience authoring visuals and refining them using natural language. Learn how business users can leverage natural language to generate data stories to create highly customizable narratives or slide decks from data. Discover how natural language Q&A with Amazon Q helps users gain insights beyond what is presented on dashboards while executive summaries provide an at-a-glance view of data, surfacing trends and explanations. You must bring your laptop to participate.",12/3/24,11:30,13:30,MGM | Level 1 | Grand 113,
Lightning talk,Harness Boomi AI & AWS for effortless data integration & automation (sponsored by Boomi),"Discover how Boomi uses AI to revolutionize data integration and workflow automation. This presentation showcases Boomi's AI Agent capabilities that helps developers create integrations through natural language interactions. Learn about Boomi's RAG Agent Accelerator for AWS that utilizes Amazon Bedrock to securely communicate with a private copy of any LLM supported by AWS. See a demo of how this solution integrates with Amazon Kendra or Amazon Bedrock Knowledge Bases, enhances query accuracy, and maintains data privacy. Explore how Boomi empowers organizations to orchestrate AI models and tools, optimizing decision-making processes and workflows across diverse business environments. This presentation is brought to you by Boomi, an AWS Partner.",12/3/24,14:30,14:50,Venetian | Hall B | Expo | Theater 1,
Builders' session,Harnessing generative AI to create & understand architecture diagrams,"This builders’ session explores using generative AI to create and comprehend architecture diagrams, a critical aspect of software design and communication. Diagrams are often image data, custom formats of drawing programs, or text-based representations from diagram-as-code tools. Techniques are used from two different layers of the generative AI stack, Amazon Q Developer and foundational models on Amazon Bedrock. Chat-based workflows first understand and analyze existing diagrams, and then ask follow-up questions about best practices. New diagrams are created using diagram-as-code formats. Leave with practical strategies for harnessing generative AI in your software architecture workflows. You must bring your laptop to participate.",12/2/24,11:30,12:30,Caesars Forum | Level 1 | Alliance 315,
Workshop,Harnessing the power of Agentic AI Architecture,"Dive into the advanced Agentic AI Architecture, designed to enable AI agents with autonomous decision-making in dynamic environments. This framework incorporates cutting-edge technologies to optimize agent performance. In this insightful workshop, built utilizing Amazon Bedrock, knowledge bases, and serverless technologies, the US SMB Demo Squad team members explore the architecture’s key components and features and the lessons learned during its creation. You must bring your laptop to participate.",12/4/24,13:00,15:00,Caesars Forum | Level 1 | Academy 412,
Lightning talk,Heroku next-generation platform for cloud-native workloads (sponsored by Salesforce),"Learn about the Heroku developer platform and Salesforce’s plans to iterate and expand it to a next-generation platform, powered by Kubernetes, that embraces cloud-native standards and cutting-edge Postgres offerings. This presentation is brought to you by Salesforce, an AWS Partner.",12/3/24,11:30,11:50,Venetian | Hall B | Expo | Theater 1,
Workshop,High-scale performance optimization of serving multiple FMs [REPEAT],"This hands-on workshop empowers you to revolutionize your personalization use cases by mastering the art of fine-tuning models using Parameter Efficient Fine-Tuning (PEFT). Dive into open source techniques like S-LoRA, LoRAX, and Punica to streamline the training and hosting of high-performance, scalable LoRA adapters. Unleash the power of Amazon SageMaker optimization techniques and uncover the optimal deployment strategies, including inference components and multi-model endpoints. You must bring your laptop to participate.",12/3/24,15:30,17:30,MGM | Level 1 | Grand 118,
Workshop,High-scale performance optimization of serving multiple FMs [REPEAT],"This hands-on workshop empowers you to revolutionize your personalization use cases by mastering the art of fine-tuning models using Parameter Efficient Fine-Tuning (PEFT). Dive into open source techniques like S-LoRA, LoRAX, and Punica to streamline the training and hosting of high-performance, scalable LoRA adapters. Unleash the power of Amazon SageMaker optimization techniques and uncover the optimal deployment strategies, including inference components and multi-model endpoints. You must bring your laptop to participate.",12/4/24,12:30,14:30,Mandalay Bay | Lower Level North | Islander C,
Lightning talk,How AI and ML are changing information retrieval (sponsored by OpenSearch),"When we work with information systems, we capture information in text and find information with text queries. Advances in AI have made it possible to move from word-to-word matching to something like meaning-to-meaning matching. Learn how search and OpenSearch unlock the meaning in your information. This session is foundational, covering why we search and how we search to retrieve the best results. Learn about the core search algorithm, BM25 scoring, dense and sparse vectors, LLMs, embedding generation, the neural and kNN plugins, and exact and approximate scoring. This presentation is brought to you by OpenSearch, an AWS Partner.",12/4/24,15:30,15:50,Venetian | Hall B | Expo | Theater 3,
Dev chat,How an analytics engineer uses AWS in a financial company,"In this dev talk, hear about the importance of the analytics engineer role in Banco Itaú, the largest financial company in South America. Take a deep dive on how AWS offers a series of tools and services that can be used by analytics engineer teams to build data and analytics pipelines in order to get insights from financial data.",12/5/24,15:30,15:50,Venetian | Hall B | Expo | Theater 3,
Lightning talk,How Arccos Golf is using AWS and generative AI to transform the game,This lightning talk explores how Arccos Golf is using AWS to revolutionize golf through advanced analytics. Learn about the challenges of interpreting complex golf data and how Arccos is addressing this using a sophisticated data pipeline built on AWS. Also see how Arccos employs generative AI on Amazon Bedrock to make these analytics accessible and actionable for golfers of all skill levels. Discover how this innovative approach is transforming the way golfers—from top-ranked professionals to recreational players—understand and improve their games.,12/4/24,13:00,13:30,Caesars Forum | Level 1 | Forum 118 Theater,
Lightning talk,How AWS is helping to reduce the carbon footprint of AI workloads,"In this lightning talk, learn how AWS is innovating to improve the sustainability of its infrastructure and how that helps its customers reduce the carbon footprint of their workloads by as much as 99%. From optimizing its data center design to investing in purpose-built chips to implementing new cooling technologies, AWS is working on ways to increase the energy efficiency of its facilities to better serve our customers’ sustainability needs and the scaled use of AI.",12/4/24,12:30,12:50,Caesars Forum | Level 1 | Forum 115 Foyer,
Lightning talk,How can one person build an enterprise-grade data lake? [Korean],"This session is delivered in Korean. Learn how to build a secure financial data lake quickly and easily. Samsung Life Insurance built a small-scale analysis data warehouse on AWS and is gradually expanding to a company-wide data lake. It uses AWS serverless analytics services such as AWS Glue, Amazon QuickSight and Amazon MWAA for rapid deployment, implementing them in-house rather than outsourcing. It also uses AWS Security Hub and AWS Lake Formation to secure data lake governance and comply with personal information protection laws in the Korean finance industry. ",12/3/24,17:00,17:20,Venetian | Hall B | Expo | Theater 4,
Lightning talk,How climate tech startups build on AWS to address climate change [REPEAT],"The world is racing to get to net-zero carbon emissions by 2050 to mitigate global warming. Speed is critical; generative AI and cutting-edge advanced cloud computing are important tools to accelerate the build and deployment of climate solutions. In this lightning talk, learn how AWS helps climate technology startups quickly and affordably build technology that is solving big problems related to climate change. It features AWS resources for climate technology startups and offers examples of AWS services that are critical for climate technology startups looking to contribute to climate mitigation efforts.",12/3/24,13:30,13:50,Caesars Forum | Level 1 | Forum 115 Foyer,
Lightning talk,How climate tech startups build on AWS to address climate change [REPEAT],"The world is racing to get to net-zero carbon emissions by 2050 to mitigate global warming. Speed is critical; generative AI and cutting-edge advanced cloud computing are important tools to accelerate the build and deployment of climate solutions. In this lightning talk, learn how AWS helps climate technology startups quickly and affordably build technology that is solving big problems related to climate change. It features AWS resources for climate technology startups and offers examples of AWS services that are critical for climate technology startups looking to contribute to climate mitigation efforts.",12/4/24,11:30,11:50,Caesars Forum | Level 1 | Forum 115 Foyer,
Lightning talk,How Coupang Pay boosts developer productivity with generative AI [Korean],"This lightning talk is delivered in Korean. Coupang Pay, an e-commerce payment company in Korea, uses generative AI on AWS to boost organization productivity. Facing rapid service improvements and high security, they launched two initiatives: auto code generation for developers and a wiki-based chatbot for non-developers in Amazon Bedrock. Learn about the challenges they overcame and the measurable impact on developer velocity, organizational agility for non-developers, and AI-assisted development at scale with AWS.",12/3/24,15:30,15:50,Venetian | Hall B | Expo | Theater 5,
Dev chat,How developers can self-remediate AWS Security Hub findings,"When AWS Security Hub findings go unhandled, your AWS environments may be at risk. To address this, our organization developed a mechanism that helps AWS account holders respond to Security Hub findings swiftly and efficiently. In this dev chat, learn the three key principles of this approach: actionable notifications to ensure notifications prompt immediate actions, clear responsibility that assigns notifications to specific on-call personnel to foster ownership, and risk management that tailors responses to fit the unique risk profiles of organizations and teams.",12/4/24,16:00,16:20,Venetian | Hall B | Expo | Theater 3,
Lightning talk,How Drata closed more deals after adding over 30 product integrations (sponsored by Merge),"Drata faced a challenge when starting to build their product: Integrating with their customers' various HRIS and ticketing solutions was critical to streamline the compliance process. However, building and managing each one was a massive, resource-draining task that would take months. Hear directly from the CTO and cofounder of Drata on how they solved this problem with Merge. Learn how Drata saved engineering resources and accelerated deal closures with Merge’s Unified API to easily add HRIS, ticketing, and SCIM directory integrations. This presentation is brought to you by Merge, an AWS Partner.",12/3/24,17:00,17:20,Venetian | Hall B | Expo | Theater 3,
Lightning talk,How generative AI can transform service delivery,"This lightning talk covers various generative AI technologies and techniques that can be used by public sector agencies to enhance citizen experiences. Making highly accessible, localized, quality information available to your citizens 24/7 has never been more within reach. This talk briefly explores topics such as curating knowledge stores, building retrieval systems, and adding natural language interfaces to your public services. All of this is easier than ever with the help of AWS solutions and services.",12/5/24,11:30,11:50,Venetian | Hall B | Expo | Theater 2,
Lightning talk,How NAB uses Amazon Q Developer for increased productivity,"Significantly accelerate development by customizing Amazon Q Developer to generate even more relevant inline code recommendations and chat responses (in preview) by making it aware of your internal libraries, APIs, best practices, and architectural patterns. In this lightning talk, you learn how National Australia Bank (NAB) is using Amazon Q Developer to help their development teams ship faster, and innovate more for their customers, by using customizations. ",12/3/24,11:30,11:50,Venetian | Hall B | Expo | Theater 5,
Lightning talk,How Natera safeguards AWS data with data security posture management (sponsored by BigID),"Given the growth in data volume, velocity, variety, and vulnerabilities, data security is critical for organizations handling sensitive information. For Natera, a leader in genetic testing and diagnostics, safeguarding vast amounts of sensitive data in the cloud is not just a requirement—it’s an essential task. As the company transitioned more of its operations to AWS, Natera leveraged a robust data security posture management (DSPM) solution from BigID to help identify and protect sensitive data while maintaining compliance with several data privacy and regulatory requirements, such as HIPAA. In this lightning talk, join Natera and BigID to discover practical strategies that can help strengthen security posture and reduce risk. This presentation is brought to you by BigID, an AWS Partner.",12/2/24,17:30,17:50,Venetian | Hall B | Expo | Theater 2,
Lightning talk,How Netflix benchmarks FMs and LLMs across hardware chipsets,"Netflix deploys various foundation models on standard CPUs and specialized accelerated computing chips from providers like NVIDIA, AWS, AMD, and Intel. Optimizing instance selection based on price and performance is crucial for rightsizing workloads, achieving cost efficiencies, and accurately forecasting infrastructure needs. In this session, hear Netflix’s approach to automating FM performance benchmarking using FMBench, an open source tool developed by AWS. Learn how FMBench simplifies deployment of FMs to Amazon EC2 and FMBench's reporting capabilities, which capture key performance and accuracy metrics, enabling data-driven decisions based on latency, throughput, and cost requirements.",12/4/24,17:30,17:50,Venetian | Hall B | Expo | Theater 4,
Lightning talk,How the NBA used Zero Trust & Prosimo to unify multicloud connectivity (sponsored by Prosimo),"Explore how the NBA transformed its cloud infrastructure by unifying multiple clouds through Prosimo’s One Enterprise Cloud Network. With a focus on data sovereignty, end-to-end segmentation, and unified policy enforcement, the NBA eliminated backhaul traffic, optimized cloud-to-cloud communication, and enhanced visibility, detecting issues before impacting performance. In this lightning talk, NBA technology leaders share their journey, covering automated cloud asset discovery and bi-directional connectivity; seamless integration of IaaS applications and PaaS endpoints; adaptive service insertion and end-to-end segmentation with one unified policy; and end-to-end network flow tracing and performance monitoring using IaC. Learn how the NBA optimized multicloud operations for high-performance applications. This presentation is brought to you by Prosimo, an AWS Partner.",12/5/24,13:00,13:20,Venetian | Hall B | Expo | Theater 2,
Lightning talk,How the PGA TOUR is transforming live player commentary in golf,"In this lightning talk, explore the development of new services designed to transform live golf commentary by delivering real-time insights on each player’s shot. By making complex stats and player trends accessible, the tool elevates the viewing experience, which creates a more engaging and personalized connection to the tournament. Also learn about the critical importance of performing discovery, roadmapping, operationalizing, and building a solid foundation—key steps that ensure successful implementation of generative AI. These strategic elements not only power the tool but also set the stage for scalable, impactful AI-driven innovations in live sports.",12/3/24,14:00,14:30,Caesars Forum | Level 1 | Forum 118 Theater,
Lightning talk,How to accelerate migration and modernization through resilience,"In this lightning talk, hear about how intentionally integrating resilience into the migration process before, during, and after the cloud migration will drive revenue and customer success. By taking advantage of validated AWS Partner Solutions and AWS purpose-built resilience services, our users realize the benefits of the cloud’s flexibility, scalability, and cost-efficiency while being safe in the knowledge that their applications are designed and operated in a secure, resilient manner and with improved recovery objectives in place. This talk is intended for AWS Partners.",12/4/24,14:30,14:50,Venetian | Hall B | Expo | Theater 1,
Builders' session,How to analyze Amazon CloudFront logs using generative AI [REPEAT],"Gain critical insights for optimizing the performance of your web application with Amazon CloudFront logs using Amazon Bedrock. In this builders’ session, learn why analyzing and monitoring logs is essential for detecting anomalies, enhancing reliability, and improving site performance. Whether you’re an SRE focused on fine-tuning performance or a CTO ensuring a robust infrastructure, discover how AI-powered log analysis empowers proactive decision-making. Find out how to harness the power of Amazon CloudFront data for actionable intelligence and to drive your application’s success. You must bring your laptop to participate.",12/5/24,11:00,12:00,MGM | Level 3 | 350,
Builders' session,How to analyze Amazon CloudFront logs using generative AI [REPEAT],"Gain critical insights for optimizing the performance of your web application with Amazon CloudFront logs using Amazon Bedrock. In this builders’ session, learn why analyzing and monitoring logs is essential for detecting anomalies, enhancing reliability, and improving site performance. Whether you’re an SRE focused on fine-tuning performance or a CTO ensuring a robust infrastructure, discover how AI-powered log analysis empowers proactive decision-making. Find out how to harness the power of Amazon CloudFront data for actionable intelligence and to drive your application’s success. You must bring your laptop to participate.",12/2/24,15:00,16:00,Caesars Forum | Level 1 | Summit 232 | Content Hub | Builder's 2,
Builders' session,How to analyze Amazon CloudFront logs using generative AI [REPEAT],"Gain critical insights for optimizing the performance of your web application with Amazon CloudFront logs using Amazon Bedrock. In this builders’ session, learn why analyzing and monitoring logs is essential for detecting anomalies, enhancing reliability, and improving site performance. Whether you’re an SRE focused on fine-tuning performance or a CTO ensuring a robust infrastructure, discover how AI-powered log analysis empowers proactive decision-making. Find out how to harness the power of Amazon CloudFront data for actionable intelligence and to drive your application’s success. You must bring your laptop to participate.",12/6/24,10:30,11:30,Caesars Forum | Level 1 | Summit 232 | Content Hub | Builder's 2,
Builders' session,How to design your HPC cluster in the cloud for sustainability [REPEAT],"As organizations strive to reduce their carbon footprint and promote environmental sustainability, optimizing high performance computing (HPC) workloads in the cloud has become a critical priority. In this hands-on builders’ session, learn how to design and deploy HPC clusters on AWS that deliver both performance and sustainability. Work through the process of architecting an HPC cluster using the latest AWS services, with a strong focus on the AWS Well-Architected Framework sustainability pillar. Leave this session equipped to design and deploy sustainable HPC clusters on AWS that deliver both high performance and environmental responsibility. You must bring your laptop to participate.",12/2/24,11:30,12:30,MGM | Level 1 | Terrace 151,
Builders' session,How to design your HPC cluster in the cloud for sustainability [REPEAT],"As organizations strive to reduce their carbon footprint and promote environmental sustainability, optimizing high performance computing (HPC) workloads in the cloud has become a critical priority. In this hands-on builders’ session, learn how to design and deploy HPC clusters on AWS that deliver both performance and sustainability. Work through the process of architecting an HPC cluster using the latest AWS services, with a strong focus on the AWS Well-Architected Framework sustainability pillar. Leave this session equipped to design and deploy sustainable HPC clusters on AWS that deliver both high performance and environmental responsibility. You must bring your laptop to participate.",12/3/24,13:00,14:00,MGM | Level 1 | Terrace 151,
Builders' session,How to design your HPC cluster in the cloud for sustainability [REPEAT],"As organizations strive to reduce their carbon footprint and promote environmental sustainability, optimizing high performance computing (HPC) workloads in the cloud has become a critical priority. In this hands-on builders’ session, learn how to design and deploy HPC clusters on AWS that deliver both performance and sustainability. Work through the process of architecting an HPC cluster using the latest AWS services, with a strong focus on the AWS Well-Architected Framework sustainability pillar. Leave this session equipped to design and deploy sustainable HPC clusters on AWS that deliver both high performance and environmental responsibility. You must bring your laptop to participate.",12/3/24,16:30,17:30,Caesars Forum | Level 1 | Summit 232 | Content Hub | Builder's 2,
Workshop,How to enable near real-time data analytics with a zero-ETL approach,"This workshop explores an AWS zero-ETL solution for real-time data analytics, focusing on key components like data ingestion, processing frameworks, and delivery mechanisms. Utilizing Amazon Redshift, Amazon Kinesis Data Streams, Amazon S3, Amazon Aurora PostgreSQL, and Amazon Aurora MySQL, the workshop demonstrates how organizations can bypass traditional ETL bottlenecks. Discover how this approach enables near real-time analytics for a comprehensive customer view. Learn how to streamline data integration and enhance data utilization across applications. Explore how you can use AWS services to achieve faster insights, better data management, and more efficient analytics processes, ultimately leading to improved decision-making and customer experiences. You must bring your laptop to participate.",12/4/24,15:30,17:30,Wynn | Upper Convention Promenade | Cristal 5,
Lightning talk,How to ensure code accountability & trust in the age of generative AI (sponsored by Sonar),"As generative AI transforms software development, enterprises need to rethink how they build code trust. Traditionally, developers are accountable for code authorship and testing, but AI-generated code introduces new challenges. Without approved processes, using large language models (LLMs) to generate code can expose organizations to IP leakage, security risks, and lower code quality. This lightning talk explores how businesses can integrate AI safely into their software development lifecycle. Hear strategies for LLM approval, tracking, and performance monitoring. Learn how tools like Sonar can ensure transparency, maintain high quality standards, and build trust in AI-driven development workflows. This presentation is brought to you by Sonar, an AWS Partner.",12/5/24,11:00,11:20,Venetian | Hall B | Expo | Theater 3,
Builders' session,How to manage and prepare for large-scale and high-traffic events [REPEAT],"Learn how to provide a smooth customer journey during peak times by implementing a scalable, cloud-based virtual waiting room that leverages AWS services to reduce resource strain. Attendees use the Virtual Waiting Room and Distributed Load Testing AWS Solutions to gain actionable insights, understand capacity limits, and implement best practices for effective deployment in their own environments. Learn how to test the load capabilities of your application, better understand limits, and provide a seamless customer experience. You must bring your laptop to participate.",12/3/24,13:00,14:00,Mandalay Bay | Level 2 South | Surf B,
Builders' session,How to manage and prepare for large-scale and high-traffic events [REPEAT],"Learn how to provide a smooth customer journey during peak times by implementing a scalable, cloud-based virtual waiting room that leverages AWS services to reduce resource strain. Attendees use the Virtual Waiting Room and Distributed Load Testing AWS Solutions to gain actionable insights, understand capacity limits, and implement best practices for effective deployment in their own environments. Learn how to test the load capabilities of your application, better understand limits, and provide a seamless customer experience. You must bring your laptop to participate.",12/4/24,12:00,13:00,Caesars Forum | Level 1 | Summit 232 | Content Hub | Builder's 2,
